timestamp,open,high,low,close,volume
1781323920,63502,63513.74,63502,63513.73,4.13565
1781324100,63513.73,63526,63497.31,63510.95,9.35602
1781324280,63510.95,63546,63510.94,63535.05,5.22141
1781324460,63535.05,63584,63535.05,63554,4.5556
1781324640,63554,63558.71,63548.7,63558.7,3.82259
1781324820,63558.7,63558.71,63542,63542.01,3.26546
1781325000,63542.01,63574,63536,63574,3.1914
1781325180,63574,63625.99,63568.24,63614,7.75063
1781325360,63614,63614.01,63592.36,63603.99,6.9476
1781325540,63603.99,63618,63603.99,63617.99,7.03324
1781325720,63617.99,63625.48,63612,63623.43,10.37237
1781325900,63623.43,63623.43,63615.45,63618,1.97785
1781326080,63618,63663.91,63617.99,63652.28,19.34681
1781326260,63652.28,63652.28,63606.21,63606.21,4.37466
1781326440,63606.21,63613.21,63550.99,63551,4.07152
1781326620,63551,63551,63512,63512.01,5.82758
1781326800,63512.01,63536,63493.16,63536,4.55238
1781326980,63536,63553.08,63522,63522,15.46594
1781327160,63522,63543.97,63517.65,63543.97,7.23319
1781327340,63543.97,63590,63543.96,63576.01,16.25541
1781327520,63576.01,63583.81,63568.58,63568.58,3.99732
1781327700,63568.58,63568.59,63536.01,63549.99,12.84282
1781327880,63549.99,63596,63549.99,63569.11,24.49468
1781328060,63569.11,63579.51,63569.1,63572.53,6.25456
1781328240,63572.53,63579.46,63546,63562.41,12.12166
1781328420,63562.41,63592,63549.43,63552,111.19642
1781328600,63552,63588.92,63551.99,63567.43,199.66734
1781328780,63567.43,63580,63544,63544.01,78.34372
1781328960,63544.01,63548.31,63529.62,63541.1,66.73015
1781329140,63541.1,63576,63523.38,63575.99,25.30745
1781329320,63575.99,63586.3,63550,63566.95,27.7881
1781329500,63566.95,63577.9,63518,63526.99,6.6201
1781329680,63526.99,63555.94,63526.98,63550.96,7.47668
1781329860,63550.96,63551.75,63493.17,63519.99,16.83481
1781330040,63519.99,63534,63519.99,63533.99,11.4902
1781330220,63533.99,63584.03,63533.99,63584.03,3.95489
1781330400,63584.03,63611.73,63554.82,63562,7.09739
1781330580,63562,63576.67,63560,63571.67,4.37979
1781330760,63571.67,63592,63559.28,63592,4.21056
1781330940,63592,63605.67,63591.99,63595,2.59687
1781331120,63595,63595,63580,63582.54,3.13691
1781331300,63582.54,63582.54,63550.51,63576,10.0222
1781331480,63576,63616,63571.47,63615.99,12.02873
1781331660,63615.99,63629.14,63611.98,63612.05,7.1475
1781331840,63612.05,63665,63590.01,63646.08,108.72925
1781332020,63646.08,63680,63635.76,63679.99,9.97331
1781332200,63679.99,63695.65,63648,63678.12,8.5297
1781332380,63678.12,63720.29,63678.1,63686.02,36.77006
1781332560,63686.02,63691.04,63674.51,63676.44,12.70654
1781332740,63676.44,63700.01,63674,63674,16.11654
1781332920,63674,63684.85,63674,63681,10.5809
1781333100,63681,63698,63680.99,63697.99,8.26439
1781333280,63697.99,63698.3,63685,63685.62,5.09561
1781333460,63685.62,63729.93,63682.28,63721.55,14.84827
1781333640,63721.55,63727.59,63716.56,63723.35,3.98359
1781333820,63723.35,63740,63721.78,63735.74,13.32202
1781334000,63735.74,63738.57,63692.86,63692.87,11.55769
1781334180,63692.87,63704.01,63690,63704,7.27752
1781334360,63704,63704,63674.98,63688.83,6.52266
1781334540,63688.83,63714,63688.83,63713.99,3.37252
1781334720,63713.99,63750,63713.99,63728,19.84599
1781334900,63728,63728.01,63680.01,63702.12,4.74564
1781335080,63702.12,63738.93,63702.12,63724.89,28.17533
1781335260,63724.89,63736,63721.69,63729.98,6.79265
1781335440,63729.98,63788.18,63725.72,63763.73,38.84185
1781335620,63763.73,63808,63763.72,63779.09,21.33195
1781335800,63779.09,63787.41,63756,63756,5.48018
1781335980,63756,63820,63752.45,63815.77,36.95641
1781336160,63815.77,63830.09,63805.05,63825.41,38.53558
1781336340,63825.41,63825.42,63820,63823.96,21.00238
1781336520,63823.96,63840.36,63801.6,63821.82,46.60559
1781336700,63821.82,63883.47,63821.65,63846.01,62.57126
1781336880,63846.01,63861.26,63805.17,63861.26,32.47283
1781337060,63861.26,63861.26,63813.36,63838,27.01019
1781337240,63838,63850.4,63806,63806.01,10.14959
1781337420,63806.01,63846,63806,63846,7.72956
1781337600,63846,63850.38,63798,63811.74,21.38783
1781337780,63811.74,63812.5,63795.98,63796.32,9.72089
1781337960,63796.32,63796.32,63776.62,63787.79,7.57199
1781338140,63787.79,63883.5,63780,63813.92,42.83714
1781338320,63813.92,63813.93,63792,63792,5.61474
1781338500,63792,63828.61,63784,63817.52,14.80201
1781338680,63817.52,63831.22,63796,63796.01,6.55434
1781338860,63796.01,63802.01,63766.18,63766.18,5.21505
1781339040,63766.18,63808,63766.18,63807.3,3.55051
1781339220,63807.3,63820.43,63807.29,63810.01,3.96407
1781339400,63810.01,63863.16,63800,63816.44,25.69792
1781339580,63816.44,63909.6,63795.93,63909.03,20.00191
1781339760,63909.03,63910,63862.03,63873.77,12.55678
1781339940,63873.77,63906,63868,63905.99,6.09503
1781340120,63905.99,63906,63878.01,63878.02,6.44803
1781340300,63878.02,63878.02,63872,63872,2.28046
1781340480,63872,63872.01,63838.37,63842.82,5.97664
1781340660,63842.82,63844,63808,63814.01,4.49843
1781340840,63814.01,63814.01,63791.01,63810,19.86048
1781341020,63810,63817.99,63806,63806,2.80509
1781341200,63806,63843.99,63804,63817.46,10.96746
1781341380,63817.46,63817.47,63784.91,63809.99,4.79388
1781341560,63809.99,63835.99,63809.99,63812.01,6.17961
1781341740,63812.01,63814.81,63783.41,63786.67,12.94669
1781341920,63786.67,63814.39,63786.67,63806,68.8776
1781342100,63806,63830,63804.85,63817.61,4.7188
1781342280,63817.61,63867.65,63817.6,63867.65,6.28195
1781342460,63867.65,63867.65,63828,63828.01,9.99434
1781342640,63828.01,63845.05,63805.32,63809.88,11.91346
1781342820,63809.88,63819.19,63809.87,63815.99,8.52034
1781343000,63815.99,63831.96,63815.99,63822,5.36824
1781343180,63822,63827.32,63793.99,63815.73,11.46614
1781343360,63815.73,63815.73,63794,63802.71,4.59877
1781343540,63802.71,63815.73,63791.99,63814.28,42.55739
1781343720,63814.28,63814.28,63800,63814.27,8.75262
1781343900,63814.27,63814.28,63792.84,63792.85,13.30706
1781344080,63792.85,63792.85,63754.34,63759.48,25.73635
1781344260,63759.48,63770,63742.57,63749.89,40.14244
1781344440,63749.89,63770,63749.89,63770,1.9354
1781344620,63770,63770,63743.12,63743.12,2.89979
1781344800,63743.12,63760.92,63743.12,63760.92,14.06332
1781344980,63760.92,63760.92,63726.57,63760,10.60372
1781345160,63760,63776.3,63759.99,63776.3,2.24895
1781345340,63776.3,63776.3,63749.99,63766.04,3.7958
1781345520,63766.04,63782,63766.04,63782,1.7816
1781345700,63782,63784,63756,63758.06,3.42541
1781345880,63758.06,63787.92,63758.05,63786.04,6.23731
1781346060,63786.04,63786.05,63764.03,63771.16,5.96701
1781346240,63771.16,63794,63771.16,63794,6.56505
1781346420,63794,63794,63768.63,63782,31.03476
1781346600,63782,63820,63782,63817.05,6.48194
1781346780,63817.05,63848,63817.05,63836.98,6.89227
1781346960,63836.98,63852.07,63829.55,63837.89,3.69895
1781347140,63837.89,63847.6,63824,63824,9.39974
1781347320,63824,63888,63822,63854.3,19.10171
1781347500,63854.3,63884,63854.29,63879.03,6.58504
1781347680,63879.03,63885.62,63867.88,63885.03,5.9678
1781347860,63885.03,63908.48,63875.07,63878.01,23.96895
1781348040,63878.01,63878.01,63800,63815.96,16.96967
1781348220,63815.96,63843.01,63815.95,63843.01,3.97887
1781348400,63843.01,63873.89,63843.01,63847.11,6.48034
1781348580,63847.11,63862,63844.24,63857.11,8.81732
1781348760,63857.11,63890,63857.11,63889.48,4.16665
1781348940,63889.48,63947.99,63887.31,63914.59,29.75347
1781349120,63914.59,63949.99,63910.36,63924.41,56.52207
1781349300,63924.41,63963.7,63924.41,63944.34,10.28571
1781349480,63944.34,63969.49,63944.33,63953.65,4.35957
1781349660,63953.65,63953.65,63924.31,63929.27,3.49939
1781349840,63929.27,63967.06,63929.26,63951.88,46.30899
1781350020,63951.88,63984.53,63951.88,63952.18,44.47874
