timestamp,open,high,low,close,volume
1781198100,62467.12,63019.12,62348,63012.41,391.42511
1781199000,63012.41,63488.88,62979.46,63331.99,682.36178
1781199900,63331.99,63655.83,63318.02,63644.19,527.57758
1781200800,63644.19,63788,63324.35,63475.77,396.89663
1781201700,63475.77,63613.99,63350,63388.51,187.68489
1781202600,63388.51,63565.6,63376,63544.49,111.64023
1781203500,63544.49,63581.08,63461.11,63461.12,96.98314
1781204400,63461.12,63598,63390,63532.01,193.36006
1781205300,63532.01,63705.18,63532.01,63593.64,212.251
1781206200,63593.64,63933.02,63593.64,63685.52,350.52972
1781207100,63685.52,63722.02,63598.41,63605.68,190.04474
1781208000,63605.68,63663.4,63492.89,63535.05,177.55197
1781208900,63535.05,63548.78,63327.3,63367.88,162.03178
1781209800,63367.88,63408,63288.94,63288.95,114.80771
1781210700,63288.95,63406,63270,63393.67,102.1546
1781211600,63393.67,63599.99,63393.66,63557.61,82.46613
1781212500,63557.61,63560,63446.09,63477.99,58.8499
1781213400,63477.99,63542,63460,63531.99,44.53773
1781214300,63531.99,63584.38,63458,63519.99,83.43797
1781215200,63519.99,63659.39,63506.13,63631.53,79.30831
1781216100,63631.53,63670,63536,63592.65,54.52214
1781217000,63592.65,63639.92,63496,63502.62,45.49914
1781217900,63502.62,63578,63462,63500.01,46.91959
1781218800,63500.01,63500.01,63362,63409.99,75.87358
1781219700,63409.99,63428,63376,63379.51,47.33913
1781220600,63379.51,63700,63379.5,63634.34,136.53387
1781221500,63634.34,63655.79,63520.86,63625.99,91.71304
1781222400,63625.99,63810.01,63544.52,63736.58,552.64424
1781223300,63736.58,63736.58,63520.86,63616,74.47377
1781224200,63616,63742,63568,63650.78,504.54047
1781225100,63650.78,63727.44,63632,63648.8,97.94202
1781226000,63648.8,63648.8,63469.86,63486.46,81.80802
1781226900,63486.46,63532,63301.53,63355.93,189.82021
1781227800,63355.93,63414,63313.22,63362,254.15493
1781228700,63362,63461.67,63362,63426.2,219.72626
1781229600,63426.2,63779.11,63426.2,63665.21,77.5467
1781230500,63665.21,63692,63531.94,63555.98,172.71361
1781231400,63555.98,63645,63499.65,63635.98,69.6238
1781232300,63635.98,63636,63556,63624.07,78.5671
1781233200,63624.07,63649.99,63519.14,63531,89.4244
1781234100,63531,63531,63357.7,63441.34,92.5648
1781235000,63441.34,63525.18,63441.33,63474.56,55.04336
1781235900,63474.56,63530,63458,63524.82,43.51638
1781236800,63524.82,63555.21,63426.48,63503.62,62.24678
1781237700,63503.62,63805,63503.61,63797.51,283.09883
1781238600,63797.51,63863.98,63692,63721.26,281.91183
1781239500,63721.26,63752.51,63692,63700,114.75388
1781240400,63700,63721.31,63420.74,63439.65,165.64388
1781241300,63439.65,63540,63439.64,63486.82,110.21159
1781242200,63486.82,63500,63341.81,63400.01,74.67773
1781243100,63400.01,63410.01,63310,63358.2,253.17353
1781244000,63358.2,63411.5,63269.73,63304.35,64.82318
1781244900,63304.35,63304.35,63103.07,63150.01,214.38623
1781245800,63150.01,63150.01,62829.81,62924.08,393.358
1781246700,62924.08,63020,62914.6,62980.45,354.85018
1781247600,62980.45,63116.98,62980.45,62983.33,210.27546
1781248500,62983.33,63079.68,62956,63030.38,93.44647
1781249400,63030.38,63094.66,62972,63062.09,248.64872
1781250300,63062.09,63211.74,63008,63100.8,300.18616
1781251200,63100.8,63346,63100.8,63304.41,144.11828
1781252100,63304.41,63615.84,63292.71,63533.37,178.01301
1781253000,63533.37,63541.87,63380.62,63395,126.19624
1781253900,63395,63492.82,63354.69,63470.81,152.49231
1781254800,63470.81,63584.78,63438,63566,81.05413
1781255700,63566,63789.03,63555.25,63771.85,142.19209
1781256600,63771.85,63953.84,63766.32,63888.82,217.68843
1781257500,63888.82,63938,63744.56,63752.93,83.58746
