timestamp,open,high,low,close,volume
1781320200,4209.1,4209.68,4209.1,4209.67,0.479
1781320500,4209.67,4209.68,4209.67,4209.67,0.7359
1781320800,4209.67,4210.41,4208.97,4208.97,2.9842
1781321100,4208.97,4208.98,4208.9,4208.9,0.8851
1781321400,4208.9,4208.91,4208.9,4208.9,0.0593
1781321700,4208.9,4208.91,4208.39,4208.39,2.4681
1781322000,4208.39,4209.96,4208.39,4209.94,0.8073
1781322300,4209.94,4209.94,4209,4209,0.0077
1781322600,4209,4209.61,4208.99,4209.61,0.2634
1781322900,4209.61,4210.42,4209.6,4210.42,0.6062
1781323200,4210.42,4211.53,4210.42,4211.53,1.2762
1781323500,4211.53,4211.53,4211.52,4211.52,0.0893
1781323800,4211.52,4211.52,4210.47,4210.47,1.0992
1781324100,4210.47,4210.48,4210.47,4210.47,0.1027
1781324400,4210.47,4211.03,4210.47,4211.01,1.1337
1781324700,4211.01,4211.02,4211.01,4211.01,0.1715
1781325000,4211.01,4212.71,4211.01,4212.71,1.1904
1781325300,4212.71,4212.71,4211.87,4211.87,0.901
1781325600,4211.87,4212.48,4211.86,4212.48,2.5625
1781325900,4212.48,4214.96,4212.48,4214.54,1.9554
1781326200,4214.54,4214.56,4213.95,4214.55,0.2449
1781326500,4214.55,4214.55,4213.29,4213.29,0.936
1781326800,4213.29,4213.3,4213.06,4213.06,0.2698
1781327100,4213.06,4213.06,4212.6,4212.6,1.05
1781327400,4212.6,4212.61,4212.6,4212.6,0.3098
1781327700,4212.6,4212.61,4212.6,4212.61,1.0784
1781328000,4212.61,4213.03,4212.61,4213.02,0.6916
1781328300,4213.02,4213.03,4213.02,4213.02,0.1581
1781328600,4213.02,4213.03,4212.71,4212.71,0.8593
1781328900,4212.71,4212.71,4211.87,4211.87,0.4452
1781329200,4211.87,4211.88,4211.87,4211.87,0.8471
1781329500,4211.87,4211.88,4211.87,4211.87,0.4479
1781329800,4211.87,4211.88,4211.87,4211.87,2.2635
1781330100,4211.87,4211.88,4211.87,4211.87,0.2262
1781330400,4211.87,4212.47,4211.87,4212.37,0.5447
1781330700,4212.37,4212.45,4212.06,4212.06,2.1696
1781331000,4212.06,4212.06,4211.8,4211.8,0.1592
1781331300,4211.8,4211.81,4211.8,4211.8,0.0397
1781331600,4211.8,4212.38,4211.8,4212.38,0.2162
1781331900,4212.38,4213.43,4212.37,4213.42,1.3411
1781332200,4213.42,4213.43,4213.02,4213.03,0.7811
1781332500,4213.03,4214.41,4213.02,4214.4,3.659
1781332800,4214.4,4214.41,4214.4,4214.4,0.5712
1781333100,4214.4,4214.99,4214.4,4214.99,0.6015
1781333400,4214.99,4215.25,4214.98,4215.24,3.2908
1781333700,4215.24,4215.39,4215.24,4215.38,3.5337
1781334000,4215.38,4215.39,4215.38,4215.39,2.0007
1781334300,4215.39,4215.39,4215.38,4215.38,0.607
1781334600,4215.38,4216.17,4215.38,4216.17,1.4563
1781334900,4216.17,4216.17,4216.07,4216.08,1.1839
1781335200,4216.08,4216.08,4216.07,4216.07,1.1564
1781335500,4216.07,4217.12,4216.07,4217.12,1.9957
1781335800,4217.12,4217.13,4217.12,4217.13,0.8021
1781336100,4217.13,4217.13,4217.12,4217.13,0.0587
1781336400,4217.13,4217.13,4217.12,4217.13,0.9966
1781336700,4217.13,4217.9,4217.12,4217.9,1.8738
1781337000,4217.9,4217.9,4216.16,4216.16,1.4132
1781337300,4216.16,4216.17,4215.53,4215.53,0.7171
1781337600,4215.53,4215.53,4215.28,4215.28,0.496
1781337900,4215.28,4215.29,4214.86,4214.87,0.3906
1781338200,4214.87,4216.15,4214.87,4215.92,3.6828
1781338500,4215.92,4215.93,4215.51,4215.77,3.5656
1781338800,4215.77,4215.77,4214.86,4214.86,2.5669
1781339100,4214.86,4214.93,4214.86,4214.93,0.9439
1781339400,4214.93,4215.5,4214.93,4215.5,1.9293
1781339700,4215.5,4216.07,4213.95,4213.96,1.4705
1781340000,4213.96,4213.96,4213.35,4213.35,0.0545
1781340300,4213.35,4213.36,4213.35,4213.36,0.2941
1781340600,4213.36,4213.36,4213.15,4213.16,0.6437
1781340900,4213.16,4213.48,4213.15,4213.47,1.5789
1781341200,4213.47,4213.47,4212.68,4212.69,0.5206
1781341500,4212.69,4213.47,4212.69,4213.47,1.2505
1781341800,4213.47,4213.47,4213.15,4213.15,1.7184
1781342100,4213.15,4213.16,4213.14,4213.14,2.5325
1781342400,4213.14,4214.51,4212.82,4214.51,6.4156
1781342700,4214.51,4214.51,4214.5,4214.5,1.6984
1781343000,4214.5,4214.51,4214.17,4214.17,1.4895
1781343300,4214.17,4214.67,4214.17,4214.67,0.3151
1781343600,4214.67,4214.68,4214.67,4214.67,0.3242
